Name,URL,ISSN,"EconLit Coverage",Formerly,See
"Social and Economic Studies",http://www.mona.uwi.edu/ses/archives,0037-7651,"February 1953, 1(1) - present",,
"Social Choice and Welfare",https://link.springer.com/journal/volumesAndIssues/355,0176-1714,"1984, 1(1) - present",,
"Social Indicators Research",https://link.springer.com/journal/volumesAndIssues/11205,0303-8300,"January 2010, 95(1) - present",,
"Social Research",,0037-783X,"February 1934, 1(1) - Spring-Summer 1984, 51(1-2)",,
"Social Science Japan Journal",https://academic.oup.com/ssjj/issue,1369-1465,"April 1998, 1(1) - present",,
"Social Science Quarterly",https://onlinelibrary.wiley.com/loi/15406237,0038-4941,"March 1969, 49(4) - present",,
"Social Sciences",http://www.eastviewpress.com/Journals/SocialSciences.aspx,0134-5486,"2002, 33(1) - present",,
"Social Security Bulletin",http://www.ssa.gov/policy/docs/ssb/,0037-7910,"Jan. 1973, 36(1) - present",,
"Social Service Review",http://www.journals.uchicago.edu/toc/ssr/current,0037-7961,"March 2001, 75(1) - present",,
"Sociedad y Economía",http://sociedadyeconomia.univalle.edu.co/index.php/sociedad_y_economia/issue/archive,1657-6357,"June 2008, (14) - present",,
"Socio-Economic Planning Sciences",http://www.sciencedirect.com/science/journal/00380121,0038-0121,"March 2012, 46(1) - present",,
"Socio-Economic Review",https://academic.oup.com/ser/issue,1475-1461,"January 2003, 1(1) - present",,
Socioeconomica,http://www.socioeconomica.net/#!archive/c20ne,2217-7558,"June 2013, 2(3) - present",,
"Socio-Économie du Travail/Social Economy of Labor",https://classiques-garnier.com/social-economy-of-labor.html,2554-9073,"2016, (1) - present",,
"Sociologia del Lavoro",http://www.francoangeli.it/riviste/sommario.asp?IDRivista=83&lingua=en,0392-5048,"3rd Trimester 2009, (115) - present",,
Sosyoekonomi,http://www.sosyoekonomijournal.org/home.html,1305-5577,"2005, 1(1) - present",,
"South African Journal of Economic and Management Sciences, N.S.",http://sajems.org/index.php/sajems/issue/archive,1015-8812,"June 1999, 2(2) - present","Suid-Afrikaanse Tydskrif vir Ekonomiese en Bestuurswetenskappe/South African Journal of Economic and Management Sciences, N.S.",
"South African Journal of Economics",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291813-6982/issues,0038-2280,"March 1933, 1(1) - present",,
"South Asia Economic Journal",https://journals.sagepub.com/loi/sae,1391-5614,"March 2000, 1(1) - present",,
"South Asian Journal of Macroeconomics and Public Finance",https://journals.sagepub.com/loi/smp,2277-9787,"June 2012, 1(1) - present","India Macroeconomics Annual",
"South East European Journal of Economics and Business",https://sciendo.com/journal/JEB,1840-118X,"February 2006, 1(1) - present",,
"South-Eastern Europe Journal of Economics",http://www.asecu.gr/Seeje/index.html,1109-8597,"Fall 2003, 1(1) - present",,
"Southern Economic Journal",http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2325-8012,0038-4038,"October 1933, 1(1) - present",,
"Southern Journal of Agricultural Economics",,0081-3052,"July 1979, 11(1) - Dec. 1992, 24(2)",,"Journal of Agricultural and Applied Economics"
"Southern Journal of Entrepreneurship",http://americanjournalentrepreneurship.org/,1935-8695,"March 2008, 1(1) - December 2011, 4(2)",,
"Southern Quarterly",,,"April 1969, 7(3) - July 1976, 14(4)",,
"Southwestern Economic Review",http://swer.wtamu.edu/swervolume,,"Spring 2007, 34(1) - present",,
"Soviet and Eastern European Foreign Trade",,0038-5263,"January-February 1965, 1(1) - Winter 1991-1992, 27(4)",,"Russian and East European Finance and Trade"
"Soviet Economy",,0882-6994,"Jan.-Mar. 1985, 1(1) - April-June 1992, 8(2)",,"Post-Soviet Affairs"
"Soviet Studies",,0038-5859,"June 1949, 1(1) - April 1972, 23(4)",,
"Sozialer Fortschritt/German Review of Social Policy",http://www.sozialerfortschritt.de/zeitschrift/aktuelles,0038-609X,"January-February 2014, 63(1-2) - present",,
"Spanish Economic Review",https://link.springer.com/journal/volumesAndIssues/10108,1435-5469,"March 1999, 1(1) - present","Revista Española de Economía",
"Spanish Review of Financial Economics",http://www.sciencedirect.com/science/journal/21731268,2173-1268,"January-June 2012, 10(1) - July-December 2017, 15(2)","Revista de Economía Financiera",
"Spatial Economic Analysis",http://www.tandfonline.com/loi/rsea20,1742-1772,"November 2006, 1(1) - present",,
Spoudai,http://spoudai.unipi.gr/index.php/spoudai/issue/archive,1105-8919,"Jan.-March 1992, 42(1) - present",,
"Sri Lanka Economic Journal",https://www.slea.lk/,1391-5894,"June 2000, 1(1) - present",,
"SS International Journal of Business and Management Research",http://www.ssirn.com/ReleasedIssue.aspx?T=0,2231-4970,"May 2011, 1(1) - present",,
"Stable Economy",https://sedj.usb.ac.ir/?lang=en,2783-1426,"2020, 1(1) - present",,
"State Bank of Pakistan Research Bulletin",http://www.sbp.org.pk/research/bulletin/index.asp,1994-201X,"2005, 1(1) - 2019, 15(1)",,
Statistica,,0039-0380,"Jan.-March 1969, 29(1) - Jan.-Mar. 1986, 46(1)",,
"Statistica Neerlandica",http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9574/issues,0039-0402,"February 2013, 67(1) - present",,
"Statistical Inference for Stochastic Processes",https://link.springer.com/journal/volumesAndIssues/11203,1387-0874,"2006, 9(1) - present",,
"Statistical Journal",,0167-8000,"June 1982, 1(1) - 2006, 23(4)",,"Statistical Journal of the IAOS"
"Statistical Journal of the IAOS",http://content.iospress.com/journals/statistical-journal-of-the-iaos/Preprint/Preprint,1874-7655,"2007, 24(1-2) - present","Statistical Journal",
"Statistical Methods and Applications",https://link.springer.com/journal/volumesAndIssues/10260,1618-2510,"2004, 13(1) - present",,
"Statistical Papers",https://link.springer.com/journal/volumesAndIssues/362,0932-5026,"March 1995, 36(1) - present",,
"Statistical Review",,1790-4021,"2005, 1(1) - 2005, 1(1)",,"Statistical Review"
"Statistical Review",,1791-1745,"2006, 2(1) - present","Statistical Review",
"Statistika: Statistics and Economy Journal",https://www.czso.cz/csu/czso/2-statistika,0322-788X,"2012, 92(1) - present",,
"Stato e Mercato",http://www.rivisteweb.it/issn/0392-9701,0392-9701,"April 2010, (88) - present",,
"Statsokonomisk Tidsskrift",,,"December 1960, 74(1) - March 1972, 86(1)",,
"Stochastics and Quality Control",http://www.degruyter.com/view/j/eqc,2367-2404,"June 2017, 32(1) - present","Economic Quality Control",
"Storia del Pensiero Economico",,,"2002, (43-44) - 2003, (45)",,"Storia del Pensiero Economico: Nuova Serie"
"Storia del Pensiero Economico: Nuova Serie",,1828-1990,"2004, (1) - 2010, (2)","Storia del Pensiero Economico","History of Economic Thought and Policy"
"Strategic Behavior and the Environment",http://nowpublishers.com/SBE,1944-012X,"2011, 1(1) - present",,
"Structural Change and Economic Dynamics",http://www.sciencedirect.com/science/journal/0954349X,0954-349X,"June 1990, 1(1) - present",,
"Studi e Note di Economia",http://www.mps.it/Investor+Relations/ResearchAnalisis/StudiNoteEconomia/Archivio/,1720-4100,"2007, 12(1) - 2011, 16(3)",,
"Studi Economici",http://www.francoangeli.it/riviste/sommario.asp?IDRivista=59&lingua=en,0039-2928,"1978, 33(4) - 2016, 71(118-120)",,
"Studia Universitatis Babes-Bolyai Oeconomica",https://sciendo.com/journal/SUBBOEC,1220-0506,"April 2012, 57(1) - present",,
"Studies in Agricultural Economics",https://studies.hu/browse/,1418-2106,"2010, (111) - present",,
"Studies in Business and Economics",https://sciendo.com/journal/SBE,1842-4120,"April 2015, 10(1) - present",,
"Studies in Economics and Finance",https://www.emerald.com/insight/publication/issn/1086-7376,1086-7376,"Fall 1995, 16(1) - present",,
"Studies in Family Planning",https://onlinelibrary.wiley.com/loi/17284465,0039-3665,"March 2000, 31(1) - present",,
"Studies in Microeconomics",https://journals.sagepub.com/loi/MIC,2321-0222,"June 2013, 1(1) - present",,
"Studies in Nonlinear Dynamics and Econometrics",http://www.degruyter.com/view/j/snde,1081-1826,"April 1996, 1(1) - present",,
"Studies in Regional Science",https://www.jstage.jst.go.jp/browse/srs,0287-6256,"2003, 33(1) - present",,
"Studii si Cercetari Economice",,0424-267X,"1969, 1-2 - 1974, 2",,"Economic Computation and Economic Cybernetics Studies and Research"
"Suid-Afrikaanse Tydskrif vir Ekonomiese en Bestuurswetenskappe/South African Journal of Economic and Management Sciences",,1015-8812,"Autumn 1997, 21 - Autumn 1997, 21",,"Suid-Afrikaanse Tydskrif vir Ekonomiese en Bestuurswetenskappe/South African Journal of Economic and Management Sciences, N.S."
"Suid-Afrikaanse Tydskrif vir Ekonomiese en Bestuurswetenskappe/South African Journal of Economic and Management Sciences, N.S.",,1015-8812,"March 1998, 1(1) - March 1999, 2(1)","Suid-Afrikaanse Tydskrif vir Ekonomiese en Bestuurswetenskappe/South African Journal of Economic and Management Sciences","South African Journal of Economic and Management Sciences, N.S."
"Supreme Court Economic Review",,0736-9921,"1993, 3 - 1995, 4",,
"Survey of Current Business",https://apps.bea.gov/scb/issues.htm,0039-6222,"Oct. 1969, 49(10) - present",,
"Swedish Economic Policy Review",http://www.government.se/sb/d/574/,1400-1829,"Autumn 1994, 1(1-2) - Fall 2001, 8(2)",,
"Swedish Journal of Economics",,0347-0520,"March 1966, 68(1) - 1975, 77(4)",,"Scandinavian Journal of Economics"
"Swiss Journal of Economics and Statistics",https://link.springer.com/journal/volumesAndIssues/41937,2235-6282,"December 2018, 154 - present","Schweizerische Zeitschrift für Volkswirtschaft und Statistik/Swiss Journal of Economics and Statistics",
"Swiss Political Science Review",https://onlinelibrary.wiley.com/loi/16626370,1424-7755,"Spring 2001, 7(1) - present",,
Tahghighat-e-Eghtesadi,https://jte.ut.ac.ir/,0039-8969,"Spring 2004, (64) - present",,
"Tahqiqat–e eqtesadi (Quarterly Journal of Economic Research)",,,"Nov. 1969, 6(15&16) - Summer & Autumn 1973, 10(31&32)",,
"Taipei Economic Inquiry",http://www.ntpu.edu.tw/econ/eng/journal/journal.php,1018-1245,"January 2009, 45(1) - present",,
"Taiwan Economic Forecast and Policy",http://www.econ.sinica.edu.tw/english/content/periodicals/list/2013093010104847832/,1729-8849,"March 2012, 42(2) - present",,
"Taiwan Economic Review",https://econ.ntu.edu.tw/ter/new/,1018-3833,"March 1995, 23(1) - present",,
"Taiwanese Agricultural Economic Review",http://www.rest.org.tw/en/publications/TAER,1027-7757,"June 2018, 24(1) - present",,
"Tarim Ekonomisi Dergisi/Turkish Journal of Agricultural Economics",http://journal.tarekoder.org/?page_id=17,1303-0183,"June 2016, 22(1) - present",,
"Teaching Business and Economics",http://www.ebea.org.uk/publications/magazine_library/,1367-3289,"Spring 1997, 1(1) - Summer 2008, 12(2)",,
"Technology Analysis and Strategic Management",http://www.tandfonline.com/loi/ctas20,0953-7325,"March 1996, 8(1) - present",,
"Telecommunications Policy",http://www.sciencedirect.com/science/journal/03085961,0308-5961,"Aug. 1993, 17(6) - present",,
TEST,https://link.springer.com/journal/volumesAndIssues/11749,1133-0686,"June 2006, 15(1) - present",,
"Theoretical and Applied Economics",http://www.ectap.ro/theoretical-and-applied-economics-archive/,1841-8678,"January 2010, 17(1) - present",,
"Theoretical and Practical Research in Economic Fields",http://journals.aserspublishing.eu/jasf/issue/archive,2068-7710,"Summer 2010, 1(1) - Summer 2014, 5(1)",,
"Theoretical Economics",http://www.econtheory.org/ojs/index.php/te/issue/archive,1933-6837,"2006, 1(1) - present",,
"Theoretical Economics Letters",http://www.scirp.org/journal/tel/,2162-2078,"May 2011, 1(1) - present",,
"Theory and Decision",https://link.springer.com/journal/volumesAndIssues/11238,0040-5833,"Jan. 1995, 38(1) - present",,
"Tijdschrift voor Economie",,0772-7674,"1969, 14(1) - 1974, 19(4)",,"Tijdschrift voor Economie en Management"
"Tijdschrift voor Economie en Management",,0772-7674,"1975, 20(1) - 2007, 52(4)","Tijdschrift voor Economie","Review of Business and Economics"
"Timisoara Journal of Economics and Business",https://www.tjeb.ro/index.php/tjeb/issue/archive,2286-0991,"2008, 1(1) - present",,
Top,https://link.springer.com/journal/volumesAndIssues/11750,1134-5764,"June 2001, 9(1) - present",,
"Topics in Economic Analysis and Policy",,1538-0653,"2001, 1(1) - 2004, 4(1)",,"B.E. Journal of Economic Analysis and Policy: Topics in Economic Analysis and Policy"
"Topics in Macroeconomics",,1534-5998,"2001, 1(1) - 2004, 4(1)",,"B.E. Journal of Macroeconomics: Topics in Macroeconomics"
"Topics in Middle Eastern and North African Economies",http://www.luc.edu/orgs/meea,2334-282X,"May 2013, 15(1) - present",,
"Topics in Theoretical Economics",,1534-598X,"2001, 1(1) - 2004, 4(1)",,"B.E. Journal of Theoretical Economics: Topics in Theoretical Economics"
"Tourism and Hospitality Management",http://hrcak.srce.hr/thm?lang=en,1330-7533,"1995, 1(1) - present",,
"Tourism Economics",https://journals.sagepub.com/loi/teua,1354-8166,"March 1997, 3(1) - present",,
"Transformations in Business and Economics",http://www.transformations.khf.vu.lt/34,1648-4460,"2002, 1(1-2) - present",,
"Transition Studies Review",https://transitionacademiapress.org/jtsr/issue/archive,1614-4007,"2005, 12(1) - present",,
"Transnational Corporations",https://unctad.org/Topic/Investment/Transnational-Corporations-Journal,1014-9562,"April 1996, 5(1) - present",,
"Transnational Corporations Review",http://www.tandfonline.com/toc/rncr20/current,1918-6444,"March 2009, 1(1) - present",,
Transportation,https://link.springer.com/journal/volumesAndIssues/11116,0049-4488,"Feb. 1995, 22(1) - present",,
"Transportation Journal",,,"Fall 1971, 11(1)",,
"Transportation Research: Part A: Policy and Practice",http://www.sciencedirect.com/science/journal/09658564,0965-8564,"Jan. 1999, 33(1) - present",,
"Transportation Research: Part B: Methodological",http://www.sciencedirect.com/science/journal/01912615,0191-2615,"Jan. 1999, 33(1) - present",,
"Transportation Research: Part D: Transport and Environment",http://www.sciencedirect.com/science/journal/13619209,1361-9209,"Sept. 1996, 1(1) - present",,
"Transportation Research: Part E: Logistics and Transportation Review",http://www.sciencedirect.com/science/journal/13665545,1366-5545,"March 1997, 33(1) - present","Logistics and Transportation Review",
"Travail et Emploi",http://www.cairn.info/revue-travail-et-emploi.htm,0224-4365,"Jan. 2001, (85) - present",,
"Ukrainian Economic Review",http://www.brama.com/ukrainecon/uer.html,1080-725X,"1995, 1(1-2) - 1997-98, 3(4-5)",,
"Uluslararasi Iktisadi ve Idari Incelemeler Dergisi/International Journal of Economic and Administrative Studies",https://dergipark.org.tr/en/pub/ulikidince,1307-9832,"Winter 2014, 6(12) - present",,
"UNCTAD Review",,1014-370X,"1989, 1(1) - 1996",,
"Universal Journal of Accounting and Finance",http://www.hrpub.org/journals/jour_archive.php?id=22,2331-9712,"2013, 1(1) - 2017, 5(1)",,
"Universal Journal of Industrial and Business Management",http://www.hrpub.org/journals/jour_archive.php?id=16,2332-3310,"2013, 1(1) - 2017, 5(1)",,
"Universal Journal of Management",http://www.hrpub.org/journals/jour_archive.php?id=21,2331-950X,"2013, 1(1) - 2017, 5(5)",,
"University of Missouri Business and Government Review",,,"Jan.-Feb 1969, 10(1) - Sept.-Oct 1970, 11(5)",,
"University of Washington Business Review",,,"Winter 1969, 28(2) - Autumn 1971, 31(1)",,
Uprava/Administration,,1581-7555,"September 2003, 1(1) - December 2012, 10(4)",,"Mednarodna Revija za Javno Upravo/International Public Administration Review"
"Urban Affairs Review",https://journals.sagepub.com/loi/UAR,1078-0874,"January 2005, 40(3) - present",,
"Urban Public Economics Review/Revista de Economía Pública Urbana",http://www.uper.org/articles.html,1697-6223,"2004, (1) - 2015, (21)",,
"Urban Studies",https://journals.sagepub.com/loi/usj,0042-0980,"June 1971, 8(2) - present",,
"Utilities Policy",http://www.sciencedirect.com/science/journal/09571787,0957-1787,"March 2008, 16(1) - present",,
